"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"BDSI","BioDelivery Sciences International, Inc.","2.8","156473620.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/bdsi",
"BIIB","Biogen Inc.","333.07","70436623073.52","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/biib",
"BKYI","BIO-key International, Inc.","2.1003","16154087.7972","n/a","n/a","Technology","Computer Communications Equipment","https://www-qc.nasdaq.com/symbol/bkyi",
"BIOL","Biolase, Inc.","0.5299","54220468.0724","n/a","n/a","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/biol",
"BLFS","BioLife Solutions, Inc.","5.81","79193146.9","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www-qc.nasdaq.com/symbol/blfs",
"BLRX","BioLineRx Ltd.","1.2","94632435.6","78860363","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/blrx",
"BMRN","BioMarin Pharmaceutical Inc.","89.98","15802402504.46","n/a","1999","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/bmrn",
"BMRA","Biomerica, Inc.","5.13","43682837.49","n/a","n/a","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/bmra",
"BVXV","BiondVax Pharmaceuticals Ltd.","5.82","17985825.36","3090348","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/bvxv",
"BVXVW","BiondVax Pharmaceuticals Ltd.","1.45","0","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/bvxvw",
"BPTH","Bio-Path Holdings, Inc.","0.235","26646725.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/bpth",
"BIOS","BioScrip, Inc.","3.18","405499522.14","n/a","n/a","Health Care","Medical/Nursing Services","https://www-qc.nasdaq.com/symbol/bios",
"BSTC","BioSpecifics Technologies Corp","43.32","311437573.56","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/bstc",
"BSPM","Biostar Pharmaceuticals, Inc.","1.9601","5169152.1988","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/bspm",
"TECH","Bio-Techne Corp","138.17","5176149134.26","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/tech",
"BEAT","BioTelemetry, Inc.","31.6","1024096528.8","n/a","n/a","Health Care","Medical Specialities","https://www-qc.nasdaq.com/symbol/beat",
"BIVV","Bioverativ Inc.","62.71","6785213220.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/bivv",
"BCAC","Bison Capital Acquisition Corp.","9.85","78592529.45","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/bcac",
"BCACR","Bison Capital Acquisition Corp.","0.3605","0","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/bcacr",
"BCACU","Bison Capital Acquisition Corp.","10.35","0","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/bcacu",
"BCACW","Bison Capital Acquisition Corp.","0.3011","0","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/bcacw",
"BJRI","BJ&#39;s Restaurants, Inc.","37.75","778910623.5","n/a","n/a","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/bjri",
"BBOX","Black Box Corporation","3.7","56009519.6","n/a","n/a","Technology","Computer Communications Equipment","https://www-qc.nasdaq.com/symbol/bbox",
"BRAC","Black Ridge Acquisition Corp.","9.65","170756750","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/brac",
"BRACR","Black Ridge Acquisition Corp.","0.29","0","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/bracr",
"BRACU","Black Ridge Acquisition Corp.","10.17","0","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/bracu",
"BRACW","Black Ridge Acquisition Corp.","0.28","0","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/bracw",
"BLKB","Blackbaud, Inc.","95.06","4571396900.7","n/a","2004","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/blkb",
"HAWK","Blackhawk Network Holdings, Inc.","37","2102092100","n/a","2013","Finance","Finance: Consumer Services","https://www-qc.nasdaq.com/symbol/hawk",
"BL","BlackLine, Inc.","34.87","1845903461.27","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/bl",
"BKCC","BlackRock Capital Investment Corporation","6.14","449274845.86","n/a","2007","n/a","n/a","https://www-qc.nasdaq.com/symbol/bkcc",
"ADRA","BLDRS Asia 50 ADR Index Fund","36.55","23757500","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/adra",
"ADRD","BLDRS Developed Markets 100 ADR Index Fund","24.4377","73313100","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/adrd",
"ADRE","BLDRS Emerging Markets 50 ADR Index Fund","45.28","172064000","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/adre",
"ADRU","BLDRS Europe 100 ADR Index Fund","23.54","16478000","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/adru",
"BLMN","Bloomin&#39; Brands, Inc.","22.33","2038050011.69","n/a","2012","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/blmn",
"BCOR","Blucora, Inc.","23.1","1065510369","n/a","n/a","Finance","Finance: Consumer Services","https://www-qc.nasdaq.com/symbol/bcor",
"BLBD","Blue Bird Corporation","19.05","456520143.6","n/a","2014","Capital Goods","Construction/Ag Equipment/Trucks","https://www-qc.nasdaq.com/symbol/blbd",
"BUFF","Blue Buffalo Pet Products, Inc.","33.22","6486640613.86","n/a","2015","Consumer Non-Durables","Packaged Foods","https://www-qc.nasdaq.com/symbol/buff",
"BHBK","Blue Hills Bancorp, Inc.","21","563363430","n/a","2014","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/bhbk",
"BLUE","bluebird bio, Inc.","171.65","8479510000","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/blue",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","5.1","204716065.5","n/a","2011","Energy","Natural Gas Distribution","https://www-qc.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","7.795","235086435.105","n/a","n/a","Energy","Natural Gas Distribution","https://www-qc.nasdaq.com/symbol/bkepp",
"BPMC","Blueprint Medicines Corporation","78.45","3409629908.55","n/a","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/bpmc",
"BMCH","BMC Stock Holdings, Inc.","24.6","1649120138.4","n/a","2013","Consumer Services","RETAIL: Building Materials","https://www-qc.nasdaq.com/symbol/bmch",
"BOBE","Bob Evans Farms, Inc.","77.01","1544039949.63","n/a","n/a","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/bobe",
"BOFI","BofI Holding, Inc.","31.75","2021083461","n/a","2005","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/bofi",
"BOFIL","BofI Holding, Inc.","25.61","0","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/bofil",
"WIFI","Boingo Wireless, Inc.","21.31","869345903.79","n/a","2011","Consumer Services","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/wifi",
"BOJA","Bojangles&#39;, Inc.","12.7","470779348","n/a","2015","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/boja",
"BOKF","BOK Financial Corporation","96.24","6299561084.64","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","25.62","0","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/bokfl",
"BNSO","Bonso Electronics International, Inc.","2.935","14566980.26","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/bnso",
"BRQS","Borqs Technologies, Inc. ","6.45","198689908.65","n/a","2015","Finance","Business Services","https://www-qc.nasdaq.com/symbol/brqs",
"BOMN","Boston Omaha New Corporation","23.72","340683647.24","n/a","n/a","Finance","Real Estate","https://www-qc.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","15.65","1318364138","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/bpfh",
"BPFHP","Boston Private Financial Holdings, Inc.","25.6973","0","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/bpfhp",
"BPFHW","Boston Private Financial Holdings, Inc.","9.79","0","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/bpfhw",
"EPAY","Bottomline Technologies, Inc.","36.24","1467124359.36","n/a","1999","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/epay",
"BOXL","Boxlight Corporation","6.45","37463831.7","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/boxl",
"BCLI","Brainstorm Cell Therapeutics Inc.","3.64","68587522.64","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/bcli",
"BBRG","Bravo Brio Restaurant Group, Inc.","2.55","38771867.7","n/a","n/a","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/bbrg",
"BDGE","Bridge Bancorp, Inc.","36.3","715471983.6","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/bdge",
"BLIN          ","Bridgeline Digital, Inc.","2.64","11088578.16","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/blin",
"BRID","Bridgford Foods Corporation","12.81","116274217.92","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www-qc.nasdaq.com/symbol/brid",
"BCOV","Brightcove Inc.","7.1","245892013.8","n/a","2012","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/bcov",
"BHF","Brighthouse Financial, Inc.","65.25","7815195166.5","n/a","n/a","Finance","Life Insurance","https://www-qc.nasdaq.com/symbol/bhf",
"AVGO","Broadcom Limited","263.5","103002297560","n/a","n/a","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/avgo",
"BSFT","BroadSoft, Inc.","54.9","1737551291.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/bsft",
"BVSN","BroadVision, Inc.","3.45","17214841.05","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/bvsn",
"BYFC","Broadway Financial Corporation","2.38","65333901.22","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/byfc",
"BWEN","Broadwind Energy, Inc.","2.79","42256419.3","n/a","n/a","Capital Goods","Metal Fabrications","https://www-qc.nasdaq.com/symbol/bwen",
"BPY","Brookfield Property Partners L.P.","21.25","5417435220","n/a","n/a","Finance","Real Estate","https://www-qc.nasdaq.com/symbol/bpy",
"BRKL","Brookline Bancorp, Inc.","16.35","1253266282.2","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/brkl",
"BRKS","Brooks Automation, Inc.","25.66","1807155742.28","n/a","1995","Technology","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/brks",
"BRKR","Bruker Corporation","34.5","5366911770","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www-qc.nasdaq.com/symbol/brkr",
"BMTC","Bryn Mawr Bank Corporation","46.05","929088820.65","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","30.25","293871943.75","n/a","2011","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/blmt",
"BSQR","BSQUARE Corporation","4.5","56825239.5","n/a","1999","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/bsqr",
"BWLD","Buffalo Wild Wings, Inc.","156.7","2433562752.5","n/a","2003","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/bwld",
"BLDR","Builders FirstSource, Inc.","22.46","2536661687.84","n/a","2005","Consumer Services","RETAIL: Building Materials","https://www-qc.nasdaq.com/symbol/bldr",
"BUR","Burcon NutraScience Corp","0.48","18157044","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www-qc.nasdaq.com/symbol/bur",
"CFFI","C&F Financial Corporation","58.45","203861267.05","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","93.92","13121085522.88","n/a","1997","Transportation","Oil Refining/Marketing","https://www-qc.nasdaq.com/symbol/chrw",
"CA","CA Inc.","33.82","14155137585.08","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/ca",
"CCMP","Cabot Microelectronics Corporation","97.93","2483202783.88","n/a","2000","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/ccmp",
"CDNS","Cadence Design Systems, Inc.","44.87","12669493200","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","14.05","320368943","n/a","n/a","Public Utilities","Water Supply","https://www-qc.nasdaq.com/symbol/cdzi",
"CZR","Caesars Entertainment Corporation","13.15","9259325779.7","n/a","2012","Consumer Services","Hotels/Resorts","https://www-qc.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","24.5","840878538.5","n/a","2012","Capital Goods","Building Materials","https://www-qc.nasdaq.com/symbol/cste",
"PRSS","CafePress Inc.","1.85","31195495.5","n/a","2012","Consumer Services","Other Specialty Stores","https://www-qc.nasdaq.com/symbol/prss",
"CLBS","Caladrius Biosciences, Inc.","3.92","37125771.2","n/a","n/a","Health Care","Hospital/Nursing Management","https://www-qc.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","12","870444132","n/a","2003","n/a","n/a","https://www-qc.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","11.21","784961439.62","n/a","2002","n/a","n/a","https://www-qc.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","20.41","497691563.72","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","9.44","557026004.48","n/a","2007","n/a","n/a","https://www-qc.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","15.53","131461465.53","n/a","2005","n/a","n/a","https://www-qc.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","12.53","1936060420","n/a","2004","n/a","n/a","https://www-qc.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","23.15","824709837.25","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://www-qc.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","86.9","1523633255.1","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www-qc.nasdaq.com/symbol/cvgw",
"CALA","Calithera Biosciences, Inc.","8.6","305099456.6","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/cala",
"CALD","Callidus Software, Inc.","29.6","2016201040","n/a","2003","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/cald",
"CALM","Cal-Maine Foods, Inc.","45.45","2207730477.6","n/a","1996","Consumer Non-Durables","Farming/Seeds/Milling","https://www-qc.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","7.7","591273767.7","n/a","2006","Energy","Integrated oil Companies","https://www-qc.nasdaq.com/symbol/clmt",
"CLXT","Calyxt, Inc.","23.12","640265165.6","n/a","2017","Basic Industries","Agricultural Chemicals","https://www-qc.nasdaq.com/symbol/clxt",
"ABCD","Cambium Learning Group, Inc.T","6.32","294953622.64","n/a","n/a","Consumer Services","Publishing","https://www-qc.nasdaq.com/symbol/abcd",
"CATC","Cambridge Renewed","78.75","321472305","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/catc",
"CAC","Camden National Corporation","43.52","675258452.48","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","6.82","241547295.44","n/a","2000","Capital Goods","Electronic Components","https://www-qc.nasdaq.com/symbol/camt",
"CSIQ","Canadian Solar Inc.","17.3","1000505242.9","n/a","2006","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","2.075","50326699.325","n/a","n/a","Health Care","Medical Specialities","https://www-qc.nasdaq.com/symbol/cgix",
"CPHC","Canterbury Park Holding Corporation","15.975","70457609.7","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www-qc.nasdaq.com/symbol/cphc",
"CPLA","Capella Education Company","80.35","933971767.55","n/a","2006","Consumer Services","Other Consumer Services","https://www-qc.nasdaq.com/symbol/cpla",
"CCBG","Capital City Bank Group","24.03","407694109.41","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","3.51","443862336.06","n/a","2007","Transportation","Marine Transportation","https://www-qc.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","16.44","263357226.24","n/a","n/a","Consumer Non-Durables","Textiles","https://www-qc.nasdaq.com/symbol/cswc",
"CPTA","Capitala Finance Corp.","7.48","119205072.36","n/a","2013","n/a","n/a","https://www-qc.nasdaq.com/symbol/cpta",
"CPTAG","Capitala Finance Corp.","24.92","0","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/cptag",
"CPTAL","Capitala Finance Corp.","25.355","0","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/cptal",
"CFFN","Capitol Federal Financial, Inc.","13.69","1892378762.15","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/cffn",
"CAPR","Capricor Therapeutics, Inc.","1.7345","44594123.353","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/capr",
"CSTR","CapStar Financial Holdings, Inc.","21.42","243312564.6","n/a","2016","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cstr",
"CPST","Capstone Turbine Corporation","0.81","37861521.39","n/a","2000","Energy","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","12.64","412171250.4","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/cara",
"CARB","Carbonite, Inc.","25.9","723834215.3","n/a","2011","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/carb",
"CRME","Cardiome Pharma Corporation","1.59","55067654.55","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/crme",
"CSII","Cardiovascular Systems, Inc.","23.89","815162945.57","n/a","1981","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/csii",
"CATM","Cardtronics plc","21.72","992201115.72","n/a","2007","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/catm",
"CDNA","CareDx, Inc.","6.79","194218457.58","n/a","2014","Health Care","Medical Specialities","https://www-qc.nasdaq.com/symbol/cdna",
"CECO","Career Education Corporation","12.51","864360885.96","n/a","1998","Consumer Services","Other Consumer Services","https://www-qc.nasdaq.com/symbol/ceco",
"CTRE","CareTrust REIT, Inc.","15.69","1191228104.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/ctre",
"CARG","CarGurus, Inc.","30.72","3259108454.4","n/a","2017","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/carg",
"CARO","Carolina Financial Corporation","38.76","816300910.2","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/caro",
"CART","Carolina Trust BancShares, Inc.","9.6523","44949602.824","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cart",
"CRZO","Carrizo Oil & Gas, Inc.","24.57","2001340037.97","n/a","1997","Energy","Oil & Gas Production","https://www-qc.nasdaq.com/symbol/crzo",
"TAST","Carrols Restaurant Group, Inc.","13.25","479102920.75","n/a","2006","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/tast",
"CARV","Carver Bancorp, Inc.","3.24","11975321.88","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/carv",
"CASM","CAS Medical Systems, Inc.","1.07","30201495.79","n/a","n/a","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/casm",
"CASC","Cascadian Therapeutics, Inc.","3.92","198196454.4","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www-qc.nasdaq.com/symbol/casc",
"CWST","Casella Waste Systems, Inc.","23.5","988026127.5","n/a","1997","Public Utilities","Environmental Services","https://www-qc.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","122.21","4588651133.44","n/a","1983","Consumer Durables","Automotive Aftermarket","https://www-qc.nasdaq.com/symbol/casy",
"CASI","CASI Pharmaceuticals, Inc.","3.78","245951611.92","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/casi",
"CASS","Cass Information Systems, Inc","58.59","719660032.56","n/a","n/a","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/cass",
"CATB","Catabasis Pharmaceuticals, Inc.","1.56","36009756.12","n/a","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/catb",
"CBIO","Catalyst Biosciences, Inc. ","14.93","86799735.4","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/cbio",
"CPRX","Catalyst Pharmaceuticals, Inc.","3.95","404774267.1","n/a","2006","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/cprx",
"CATS","Catasys, Inc.","4.07","64668925.97","n/a","n/a","Health Care","Hospital/Nursing Management","https://www-qc.nasdaq.com/symbol/cats",
"CATY","Cathay General Bancorp","44.32","3581940937.44","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/caty",
"CATYW","Cathay General Bancorp","22.21","0","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/catyw",
"CVCO","Cavco Industries, Inc.","161","1453442634","n/a","n/a","Basic Industries","Homebuilding","https://www-qc.nasdaq.com/symbol/cvco",
"CAVM","Cavium, Inc.","88.49","6119589220.35","n/a","2007","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/cavm",
"CBFV","CB Financial Services, Inc.","30.9999","126728366.1975","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cbfv",
"CBAK","CBAK Energy Technology, Inc.","1.5","39334975.5","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/cbak",
"CBOE","Cboe Global Markets, Inc.","132.19","14997989754.56","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www-qc.nasdaq.com/symbol/cboe",
"CBTX","CBTX, Inc.","29.9","748869778.8","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cbtx",
"CDK","CDK Global, Inc.","74.01","10179190414.41","n/a","n/a","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","72.73","11132259334.98","n/a","2013","Consumer Services","Catalog/Specialty Distribution","https://www-qc.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","5.29","183603463.21","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www-qc.nasdaq.com/symbol/cece",
"CELC","Celcuity Inc.","19.5","196599975","n/a","2017","Health Care","Medical Specialities","https://www-qc.nasdaq.com/symbol/celc",
"CELG","Celgene Corporation","104.58","82337604643.98","n/a","1987","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","0.98","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/celgz",
"CLDX","Celldex Therapeutics, Inc.","2.86","388918040.94","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www-qc.nasdaq.com/symbol/cldx",
"APOP","Cellect Biotechnology Ltd.","8.93","44650000","5000000","2016","n/a","n/a","https://www-qc.nasdaq.com/symbol/apop",
"APOPW","Cellect Biotechnology Ltd.","2.3","0","n/a","2016","n/a","n/a","https://www-qc.nasdaq.com/symbol/apopw",
"CLRB","Cellectar Biosciences, Inc.","1.19","18818613.59","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/clrb",
"CLRBW","Cellectar Biosciences, Inc.","0.1001","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/clrbw",
"CLRBZ","Cellectar Biosciences, Inc.","0.48","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/clrbz",
"CLLS","Cellectis S.A.","29.06","257346380.46","8855691","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/clls",
"CBMG","Cellular Biomedicine Group, Inc.","18","273934872","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/cbmg",
"CLSN","Celsion Corporation","2.79","44813931.39","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/clsn",
"CELH","Celsius Holdings, Inc.","5.35","244383147.55","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www-qc.nasdaq.com/symbol/celh",
"CYAD","Celyad SA","44.25","21975435","496620","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/cyad",
"MLNT","Cempra, Inc.","16.65","366282384.3","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/mlnt",
"CETX","Cemtrex Inc.","2.56","27017016.32","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/cetx",
"CETXP","Cemtrex Inc.","5","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/cetxp",
"CETXW","Cemtrex Inc.","0.3796","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/cetxw",
"CDEV","Centennial Resource Development, Inc.","20.29","5597747473.48","n/a","2016","Energy","Oil & Gas Production","https://www-qc.nasdaq.com/symbol/cdev",
"CSFL","CenterState Banks, Inc.","26.14","2152093077.72","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/csfl",
"CETV","Central European Media Enterprises Ltd.","4.7","681329958.7","n/a","1994","Consumer Services","Broadcasting","https://www-qc.nasdaq.com/symbol/cetv",
"CFBK","Central Federal Corporation","2.66","61546188.9","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/cfbk",
"CENT","Central Garden & Pet Company","36.95","1915679511.85","n/a","1993","Consumer Durables","Consumer Specialties","https://www-qc.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","35.97","1864871232.51","n/a","n/a","Consumer Durables","Consumer Specialties","https://www-qc.nasdaq.com/symbol/centa",
"CVCY","Central Valley Community Bancorp","20.33","276107036.13","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cvcy",
